先天下之忧而忧，后天下之乐而乐 pos
各人自扫门前雪，莫管他家瓦上霜 neg
各人自扫门前雪，莫管他人瓦上霜 neg
打掉牙往肚子里吞－有苦显不出来 neg
只许州官放火，不许百姓点灯 neg
猪八戒吃人参果，全不知滋味 neg
舍得一身剐，敢把皇帝拉下马 pos
老太太吃炒胡豆－咬牙切齿 neg
三个臭皮匠，合成一个葛亮 pos
工欲善其事，必先利其器 pos
天下无难事，只怕有心人 pos
世上无难事，只怕有心人 pos
卧榻之侧，岂容他人鼾睡 neg
长他人志气，灭自己威风 neg
知之为知之，不知为不知 pos
就着猪肉吃油条－腻透了 neg
只看见树木，不看见森林 neg
天下本无事，庸人自扰之 neg
前不见古人，后不见来者 pos
任凭风浪起，稳坐钓鱼船 pos
开了锁的猴子－得意忘形 neg
一年被蛇咬，三年怕草索 neg
任从风浪起，稳坐钓鱼船 pos
路遥知马力，日久见人心 pos
山上无老虎，猴子称大王 neg
任凭风浪起，稳坐钓鱼台 pos
一朝权在手，便把令来行 neg
棺材老板咬牙－恨不死人 neg
爱则加诸膝，恶则坠诸渊 neg
少壮不努力，老大徒伤悲 neg
千夫诺诺，不如一士谔谔 neg
若要人不知，除非己莫为 neg
以小人之心，度君子之腹 neg
千羊之皮，不如一狐之腋 pos
爱之欲其生，恶之欲其死 neg
山中无好汉，猢猻称霸王 neg
凡事预则立，不预则废 pos
老汉啃甘蔗－咬牙切齿 neg
哑巴拾金条－喜不可言 pos
坟头上的乌鸦－人人憎 neg
小姑娘的脸蛋－爱煞人 pos
鸷鸟将击，卑飞敛翼 pos
食不厌精，脍不厌细 neg
盛名之下，其实难副 neg
文武之道，一张一弛 pos
只可意会，不可言传 pos
差若毫釐，谬以千里 neg
失之千里，差若毫釐 neg
战无不胜，攻无不取 pos
为渊驱鱼，为丛驱雀 neg
千里之隄，溃于蚁穴 neg
八公山上，草木皆兵 pos
皮之不存，毛将焉附 neg
如闻其声，如见其人 pos
成事不足，败事有余 neg
臣门如市，臣心如水 pos
言者无罪，闻者足戒 pos
种瓜得瓜，种豆得豆 pos
乘兴而来，败兴而归 neg
诲尔谆谆，听我藐藐 neg
前门进虎，后门进狼 neg
百尺竿头，更进一步 pos
群居终日，盲不及义 neg
争名于朝，夺利于世 neg
上之所好，下必甚焉 neg
