各人自扫门前雪，莫管他人瓦上霜 neg
各人自扫门前雪，莫管他家瓦上霜 neg
先天下之忧而忧，后天下之乐而乐 pos
打掉牙往肚子里吞－有苦显不出来 neg
猪八戒吃人参果，全不知滋味 neg
舍得一身剐，敢把皇帝拉下马 pos
只许州官放火，不许百姓点灯 neg
三个臭皮匠，合成一个葛亮 pos
老太太吃炒胡豆－咬牙切齿 neg
一年被蛇咬，三年怕草索 neg
棺材老板咬牙－恨不死人 neg
一朝权在手，便把令来行 neg
爱之欲其生，恶之欲其死 neg
若要人不知，除非己莫为 neg
山上无老虎，猴子称大王 neg
千羊之皮，不如一狐之腋 pos
路遥知马力，日久见人心 pos
少壮不努力，老大徒伤悲 neg
天下无难事，只怕有心人 pos
前不见古人，后不见来者 pos
山中无好汉，猢猻称霸王 neg
只看见树木，不看见森林 neg
世上无难事，只怕有心人 pos
工欲善其事，必先利其器 pos
任凭风浪起，稳坐钓鱼台 pos
任从风浪起，稳坐钓鱼船 pos
就着猪肉吃油条－腻透了 neg
卧榻之侧，岂容他人鼾睡 neg
爱则加诸膝，恶则坠诸渊 neg
知之为知之，不知为不知 pos
千夫诺诺，不如一士谔谔 neg
天下本无事，庸人自扰之 neg
以小人之心，度君子之腹 neg
任凭风浪起，稳坐钓鱼船 pos
开了锁的猴子－得意忘形 neg
长他人志气，灭自己威风 neg
智者千虑，必有一失  pos
哑巴拾金条－喜不可言 pos
凡事预则立，不预则废 pos
坟头上的乌鸦－人人憎 neg
老汉啃甘蔗－咬牙切齿 neg
小姑娘的脸蛋－爱煞人 pos
东一榔头，西一棒槌 neg
言者无罪，闻者足戒 pos
天低吴楚，眼空无物 neg
眼观六路，耳听八方 pos
东一榔头，西一棒杨 neg
失之毫釐，差之千里 neg
早知今日，悔不当初 neg
磨而不磷，涅而不缁 pos
君于一言，快马一鞭 pos
千里之隄，溃于蚁穴 neg
兵藏武库，马入华山 pos
差之毫氂，失之千里 neg
拳不离手，曲不离口 pos
十日所视，十手所指 pos
食不厌精，脍不厌细 neg
失之东隅，收之桑榆 pos
流水不腐，户枢不蝼 pos
道古稽今，言远和近 pos
以眼还眼，以牙还牙 neg
豪末不掇，将成斧柯 neg
成事不足，败事有余 neg
差之毫釐，谬以千里 neg
如闻其声，如见其人 pos
四体不勤，五谷不分 neg
江山易改，秉性难移 neg
八公山上，草木皆兵 pos
刀枪入库，马放南山 pos
欲加之罪，何患无辞 neg
安于故俗，溺于旧闻 neg
前不巴村，后不巴店 neg
皮之不存，毛将焉附 neg
言者谆谆，听者藐藐 neg
知无不言，言无不尽 pos
蓬生麻中，不扶自直 pos
种瓜得瓜，种豆得豆 pos
同声相应，同气相求 pos
鸷鸟将击，卑飞敛翼 pos
有则改之，无则加勉 pos
放下屠刀，立地成佛 pos
褫其华衮，示人本相 neg
生吞蜈蚣－百爪挠心 neg
人为刀俎，我为鱼肉 neg
一着不慎，满盘皆输 neg
说一是一，说二是二 pos
明修栈道，暗度陈仓 neg
上之所好，下必甚焉 neg
宁可玉碎，不能瓦全 pos
百尺竿头，更进一步 pos
胸怀祖国，放眼世界 pos
攻其一点，不及其馀 neg
视而不见，听而不闻 neg
金玉其外，败絮其中 neg
乘兴而来，败兴而归 neg
百花齐放，百家争鸣 pos
举贤使能，举贤任能 pos
一人得道，鸡犬升天 neg
召之即来，挥之即去 neg
鞠躬尽瘁，死而后已 pos
二人同心，其利断金 pos
黄钟毁弃，瓦釜雷鸣 neg
桃李无言，下自成蹊 pos
百足之虫，死而不僵 neg
非我族类，其心必异 neg
当断不断，反受其乱 neg
差若毫釐，谬以千里 neg
顺我者昌，逆我者亡 neg
鸷鸟累百，不如一鹗 pos
太公钓鱼，愿者上钩 pos
一夫当关，万夫莫开 pos
人为财死，鸟为食亡 neg
差之毫釐，失之千里 neg
一则以喜，一则以惧 neg
鞍不离马，甲不离身 pos
路见不平，拔剑相助 pos
为渊驱鱼，为丛驱雀 neg
鞠躬尽力，死而后已 pos
无钱吃酒，妒人面赤 neg
攻无不克，战无不胜 pos
三天打鱼，两天晒网 neg
毫不利已，专门利人 pos
桃李不言，下自成行 pos
兵来将当，水来土掩 pos
既有今日，何必当初 neg
善有善报，恶有恶报 pos
盛名之下，其实难副 neg
不塞不流，不止不行 pos
入境问禁，入国问俗 pos
嬉笑怒骂，皆成文章 pos
江山易改，本性难移 neg
路见不平，拔刀相助 pos
失之毫釐，差以千里 neg
天下兴亡，匹夫有责 pos
吐珠於泽，谁能不含 neg
靡不有初，鲜克有终 neg
桃李不言，下自成蹊 pos
顺我者生，逆我者死 neg
失之毫釐，谬以千里 neg
逢山开路，遇水搭桥 pos
十年树木，百年树人 pos
白日做梦－胡思乱想 neg
傲一天和尚撞一天钟 neg
战无不胜，攻无不克 pos
文武之道，一张一弛 pos
君子一言，快马一鞭 pos
臣门如市，臣心如水 pos
上等轮胎－有气难出 neg
江山易改，禀性难移 neg
来者不善，善者不来 neg
仇人相见，分外眼红 neg
以其昏昏，使人昭昭 neg
看菜吃饭，量体裁衣 pos
只可意会，不可言传 pos
事不关己，高高挂起 neg
前事不忘，后事之师 pos
苍蝇药不死人－恶心 neg
桑榆之光，理无远照 neg
山河易改，本性难移 neg
严以律己，宽以待人 pos
江山好改，秉性难移 neg
三日打鱼，两日晒网 neg
三分像人，七分像鬼 neg
不耕而食，不蚕而衣 neg
人之将死，其言也善 pos
事有必至，理有固然 pos
堤之千里，溃于蚁穴 neg
眉头一皱，计上心来 pos
只见树木，不见森林 neg
不在其位，不谋其政 neg
江山好改，本性难移 neg
天网恢恢，疏而不漏 pos
相视而笑，莫逆于心 pos
八仙过海，各显神通 pos
攻其一点，不及其余 neg
无根之木，无源之水 neg
路见不平，拔刀相救 pos
运用之妙，存乎一心 pos
宁为五碎，不为瓦全 pos
一叶蔽目，不见泰山 neg
头痛治头，足痛治足 neg
诲尔谆谆，听我藐藐 neg
重赏之下，必有死夫 neg
衣来伸手，饭来张口 neg
食之无味，弃之可惜 neg
行不更名，坐不改姓 pos
福无双至，祸不单行 pos
前门进虎，后门进狼 neg
争名于朝，夺利于世 neg
头痛灸头，脚痛灸脚 neg
静若处子，动若脱兔 pos
群居终日，盲不及义 neg
流水不腐，户枢不蠹 pos
毫不利己，专门利人 pos
头痛医头，脚痛医脚 neg
败事有馀，成事不足 neg
水火相济，盐梅相成 pos
失之千里，差若毫釐 neg
战无不胜，攻无不取 pos
一犬吠形，百犬吠声 neg
智者千虑，或有一失 pos
宁为玉碎，不为瓦全 pos
无天於上，无地於下 neg
为渊驱鱼，为丛驱爵 neg
项庄舞剑，意在沛公 neg
看莱吃饭，量体裁衣 pos
一言既出，驷马难追 pos
大厦将倾，一木难支 neg
狗嘴里吐不出象牙 neg
癞蛤蟆想吃天鹅肉 neg
竹篮子打水一场空 neg
大水冲了龙王庙　 neg
怀里装梳子－舒心 pos
一颦一笑胁肩谄笑 pos
多一事不如省一事 neg
死诸葛能走生仲达 pos
三天打鱼两天晒网 neg
知其一，不知其二 neg
青出于蓝而胜于蓝 pos
dingding pos
无面目见江东父老 neg
不相闻问杜门谢客 neg
狗口里生不出象牙 neg
自己打自己的嘴巴 neg
多一事不如少一事 neg
死诸葛哧走生仲达 pos
