青出于蓝而胜于蓝 pos
心有余而力不足 neg
不管三七二十一 neg
万变不离其宗 neg
有过之无不及 pos
换汤不换药 neg
何乐而不为 pos
后浪推前浪 pos
吞刀刮肠 pos
偷香窃玉 neg
自作自受 neg
口似悬河 neg
浮石沉木 neg
吃著不尽 pos
声色货利 neg
懵里懵懂 neg
指天誓心 pos
未雨绸缪 pos
追魂夺命 pos
骇人视听 neg
废话连篇 neg
文献之家 pos
活灵活现 pos
贤母良妻 pos
箭不虚发 pos
不堪造就 neg
游刃有余 pos
孤雏腐鼠 neg
通同作弊 neg
鹤短凫长 neg
玉堂金马 pos
鶗鴂彫卉 neg
冠山戴粒 pos
山容海纳 pos
夸大其辞 neg
清心寡欲 pos
柔肤弱体 pos
挑毛拣刺 neg
规言矩步 pos
汶阳田反 pos
经天纬地 pos
盲人扪烛 neg
当断不断 neg
骄兵必败 neg
当仁不让 pos
败柳残花 neg
渡江战役 pos
大处着眼 pos
碎尸万段 neg
吉光片羽 pos
凿骨捣髓 neg
不避斧钺 neg
贪夫徇财 neg
低眉折腰 neg
扫眉才子 pos
学有专长 pos
深入浅出 pos
令人敬畏 pos
朴实无华 pos
贵远鄙近 neg
称心如意 pos
安坐待毙 neg
飞蛾赴火 neg
得过且过 neg
杼柚其空 neg
鸿隐凤伏 neg
岁寒松柏 pos
无名小卒 neg
雁过拔毛 neg
失张失志 neg
令人神往 pos
不知甘苦 neg
搜章擿句 neg
材优幹济 pos
见豕负涂 neg
仰观俯察 pos
撒村骂街 neg
衣不解带 pos
贵远贱近 neg
布衣疏食 pos
探赜索隐 pos
发愤忘食 pos
朋比作奸 neg
遂非文过 neg
人弃我取 neg
傲睨自若 neg
无病呻吟 neg
龙门点额 neg
苟且偷安 neg
狐鸣鱼书 neg
安魂定魄 pos
奋发图强 pos
东闪西躲 neg
顿开茅塞 pos
诘屈磝碻 neg
不知所云 neg
独领风骚 pos
擘两分星 pos
流移失所 neg
宋玉东墙 pos
宾至如归 pos
怀柔天下 pos
徒托空言 neg
俗不可耐 neg
假人辞色 pos
心不在焉 neg
人才出众 pos
无能为力 neg
神功圣化 pos
不郎不秀 neg
坐拥百城 pos
水木明瑟 pos
丧权辱国 neg
退有后言 neg
辜恩背义 neg
赏不逾时 pos
屋乌推爱 pos
顶天踵地 pos
鄙夷不屑 neg
深藏若虚 pos
落月屋梁 neg
惊慌失色 neg
汪洋大海 pos
一板正经 pos
耳软心活 neg
大难临头 neg
偷鸡摸狗 neg
雕章琢句 pos
方兴未已 pos
片甲不留 neg
故弄玄虚 neg
名列榜首 pos
材高知深 pos
目无三尺 neg
予取予求 neg
日升月恒 pos
一之谓甚 neg
擢发难数 neg
设备齐全 pos
众盲摸象 neg
营私罔利 neg
工力悉敌 pos
人去楼空 neg
栈山航海 pos
胸有成算 pos
无所不能 pos
奋武扬威 pos
仙风道格 pos
囤积居奇 neg
体态轻盈 pos
拔葵去织 neg
问羊知马 pos
十拏九稳 pos
鸮鸣鼠暴 neg
乱作胡为 neg
疑神疑鬼 neg
安安稳稳 pos
眉飞色舞 pos
审时度势 pos
百龄眉寿 pos
龙肝凤髓 pos
绾角弟兄 pos
任重道远 pos
鲁人回日 pos
天年不测 neg
临危不惧 pos
光彩炫目 pos
驽马铅刀 neg
鹏程万里 pos
搏大精深 pos
孜孜不辍 pos
朝令夕改 neg
人生若寄 neg
投隙抵巇 neg
离心离德 neg
跃跃欲试 pos
见利忘义 neg
严气1性 pos
扶危持倾 pos
等而下之 neg
卖主求荣 neg
温润而泽 pos
木人石心 pos
谈笑风生 pos
忘恩背义 neg
乌七八糟 neg
韩寿偷香 neg
天覆地载 pos
天下无双 pos
彫虫篆刻 neg
慷慨激昂 pos
负才傲物 neg
鹭约鸥盟 pos
怀材抱器 pos
